"zip","name","empflag","emp","qp1","ap","est"
"37824","New Tazewell, TN","A",0,0,0,1
"37825","New Tazewell, TN",,4531,17436,91063,166
"37826","Niota, TN",,482,1858,7423,39
"37828","Norris, TN",,281,1112,4936,37
"37829","Oakdale, TN",,47,165,793,9
"37830","Oak Ridge, TN",,26327,221398,930306,929
"37831","Oak Ridge, TN",,2566,18931,76763,130
"37840","Oliver Springs, TN",,675,2095,9300,121
"37841","Oneida, TN",,3609,15714,65576,201
"37843","Parrottsville, TN",,109,481,2347,14
"37845","Petros, TN",,12,28,143,5
"37846","Philadelphia, TN",,77,174,897,29
"37847","Pioneer, TN",,64,237,908,7
"37848","Powder Springs, TN","A",0,0,0,2
"37849","Powell, TN",,3936,22812,114898,306
"37852","Robbins, TN",,62,263,1419,13
"37853","Rockford, TN",,587,3862,17013,34
"37854","Rockwood, TN",,2443,11198,45913,150
"37857","Rogersville, TN",,5005,28563,124041,300
"37860","Russellville, TN",,372,1273,5433,32
"37861","Rutledge, TN",,1086,3564,15877,77
"37862","Sevierville, TN",,7621,33868,141734,624
"37863","Pigeon Forge, TN",,5827,18012,101773,461
"37864","Sevierville, TN",,816,3600,21036,106
"37865","Seymour, TN",,1224,4190,18500,170
"37866","Sharps Chapel, TN",,19,131,239,8
"37867","Shawanee, TN","A",0,0,0,1
"37868","Pigeon Forge, TN",,717,2182,11535,97
"37869","Sneedville, TN",,719,2316,10240,53
"37870","Speedwell, TN",,187,635,2412,40
"37871","Strawberry Plains, TN",,809,4850,18338,89
"37872","Sunbright, TN",,134,968,4042,13
"37873","Surgoinsville, TN",,587,2755,11459,42
"37874","Sweetwater, TN",,3911,16651,68676,266
"37876","Sevierville, TN",,715,2398,12441,148
"37877","Talbott, TN",,398,1673,7242,81
"37878","Tallassee, TN","A",0,0,0,2
"37879","Tazewell, TN",,1840,7013,29578,121
"37880","Ten Mile, TN",,108,302,1533,25
"37881","Thorn Hill, TN",,180,889,3931,21
"37882","Townsend, TN",,265,589,4604,66
"37885","Vonore, TN",,2471,16812,67623,44
"37886","Walland, TN",,131,398,1624,23
"37887","Wartburg, TN",,1513,5820,22623,73
"37888","Washburn, TN",,124,349,2363,19
"37890","White Pine, TN",,853,5172,25527,86
"37891","Whitesburg, TN",,294,1233,5059,21
"37892","Winfield, TN","E",0,0,0,17
"37892","Winfield, TN","E",0,0,0,17
"37900","Knoxville, TN","B",0,0,0,7
"37901","Knoxville, TN",,3747,19522,79929,185
"37902","Knoxville, TN",,8797,60893,242169,539
"37909","Knoxville, TN",,3840,23983,100243,263
"37912","Knoxville, TN",,9621,49286,183443,509
"37914","Knoxville, TN",,9459,52656,243037,447
"37915","Knoxville, TN",,2515,13064,54573,114
